"id","name","host_id","host_name","neighbourhood_group","neighbourhood","latitude","longitude","room_type","price","minimum_nights","number_of_reviews","last_review","reviews_per_month","calculated_host_listings_count","availability_365"
852,"NEW Bright Modern Apt in the heart of DOWNTOWN NYC",17536826,"Hanyuan (Yssi)","Manhattan","East Village",40.72989,-73.9888,"Entire home/apt",270,2,0,NA,NA,1,0
853,"Alchemy BnB - room in artist loft",1348494,"Pamela","Brooklyn","Cobble Hill",40.68946,-73.99385,"Private room",98,4,216,"7/1/2019",2.31,1,288
854,"Spacious and Welcoming In Hip Bushwick",59470806,"Michelle","Brooklyn","Bushwick",40.69451,-73.92213,"Entire home/apt",135,4,10,"7/7/2019",1.8,1,26
855,"Home For Medical Professionals - ""The Singultus""",26377263,"Stat","Queens","Far Rockaway",40.59696,-73.75524,"Private room",42,6,2,"7/31/2015",0.04,43,151
856,"Prime E. Village at St. Marks Place",5081260,"Eden","Manhattan","NoHo",40.7278,-73.99205,"Private room",208,2,38,"6/18/2019",0.6,1,313
857,"Pvt Bath, Parking/Bkft -  ""Suite Piece of Heaven""",61875246,"Carolyn","Queens","Whitestone",40.7866,-73.82207,"Private room",65,1,14,"6/30/2019",4.77,2,5
858,"Artsy Fashion Pad in the Heart of Williamsburg",1447988,"Patrick And Erin","Brooklyn","Williamsburg",40.71916,-73.95696,"Entire home/apt",150,2,11,"10/15/2018",0.14,1,364
859,"Charming & Colorful 1BR in Brooklyn",7634973,"Alyssa","Brooklyn","Boerum Hill",40.68357,-73.98285,"Entire home/apt",108,1,40,"4/25/2019",0.87,1,0
860,"Cozy room in historic Brooklyn walk-up",47485031,"Ben","Brooklyn","South Slope",40.66189,-73.97946,"Private room",60,2,1,"10/30/2018",0.12,1,36
861,"Private Williamsburg Co-living Room Madison 3L-2",226410657,"Nina","Brooklyn","Bedford-Stuyvesant",40.68765,-73.93208,"Private room",42,30,1,"6/16/2019",1,27,339
862,"Upper west Apt close to Central Pk",26347594,"Mahesh","Manhattan","Upper West Side",40.77772,-73.98514,"Private room",108,1,11,"12/8/2017",0.25,1,0
863,"Private Room in apartment (1)",198478845,"Jelani","Brooklyn","Clinton Hill",40.6867,-73.9612,"Private room",59,4,6,"6/20/2019",0.87,2,156
864,"Entire 3 bedroom apartment in best location.",203564743,"Angel","Queens","Long Island City",40.75651,-73.93441,"Entire home/apt",170,3,31,"6/17/2019",3.32,1,238
865,"Location Enya",3250450,"Petya","Queens","Jackson Heights",40.74684,-73.89252,"Shared room",35,30,1,"10/28/2017",0.05,18,280
866,"Prospect Heights - Large Sunny Apt",345252,"Thomas","Brooklyn","Crown Heights",40.6803,-73.96261,"Entire home/apt",150,21,23,"6/24/2019",0.57,3,0
867,"Quiet top floor studio",7412033,"Evan","Manhattan","Upper East Side",40.76951,-73.96192,"Entire home/apt",105,2,14,"5/28/2018",0.71,1,0
868,"Clean Central Spacious One Bedroom Home",231141701,"Oliver","Manhattan","Midtown",40.7506,-73.98882,"Entire home/apt",199,1,5,"5/9/2019",1.43,1,0
869,"La Kings Highway unwinding",2123674,"Rabi & Soukaina","Brooklyn","Sheepshead Bay",40.60939,-73.95475,"Private room",70,3,0,NA,NA,1,83
870,"1 Stop fr. Manhattan! Private Suite,Landmark Block",50124,"Orestes","Queens","Long Island City",40.74771,-73.9474,"Private room",130,3,248,"7/1/2019",2.25,1,215
871,"Simple, Spacious Studio With Rooftop Access",21573063,"Deena","Brooklyn","Bedford-Stuyvesant",40.68547,-73.93209,"Entire home/apt",50,1,2,"6/27/2016",0.05,1,0
872,"Air-Conditioned 2BR w Stunning View",80068221,"Scott","Brooklyn","Sunset Park",40.66448,-73.99407,"Entire home/apt",130,2,3,"8/6/2016",0.08,1,0
873,"new years eve week",239770902,"Chandler","Manhattan","Midtown",40.75383,-73.97207,"Private room",350,5,0,NA,NA,1,353
874,"Bright and stylish 1 bedroom",224461227,"Birce","Manhattan","Chelsea",40.74442,-73.99908,"Entire home/apt",220,2,2,"4/14/2019",0.32,1,0
875,"Sunny, Quiet Apt. in Manhattan",17568735,"William","Manhattan","Harlem",40.82639,-73.94186,"Entire home/apt",135,3,3,"9/8/2015",0.05,1,0
876,"Private rooms in heart of Chelsea",3920522,"Erik","Manhattan","Chelsea",40.74314,-74.00119,"Private room",155,5,18,"6/5/2019",0.24,1,90
877,"S 2/Bedford Well-Lit Private Room",6472334,"Matthew","Brooklyn","Williamsburg",40.71286,-73.96244,"Private room",69,2,11,"4/29/2016",0.18,2,0
878,"Large private room in a very spacious 2 Bed/2 Bath",75773748,"Halston","Manhattan","Upper West Side",40.79918,-73.9635,"Private room",120,2,0,NA,NA,1,0
879,"Great Room, Bedford L Train!! (10min to Manhattan)",1012583,"Mariano","Brooklyn","Williamsburg",40.71587,-73.95934,"Private room",74,4,106,"5/25/2019",1.71,2,25
880,"The perfect spot in Bushwhick",9320995,"Jessie","Brooklyn","Bushwick",40.7035,-73.92912,"Private room",35,3,1,"1/1/2018",0.05,1,0
881,"SHARE;CHEAPEST;Pure;Cozy;Safe;Silent IN NEW YORK",172837223,"Erin V.","Queens","Sunnyside",40.73272,-73.91826,"Shared room",30,1,36,"7/1/2019",2.29,3,140
882,"Statue of Liberty Views Downtown",19550968,"Silvia","Manhattan","Battery Park City",40.71019,-74.01705,"Entire home/apt",130,60,4,"5/7/2015",0.07,1,13
883,"Loft Suite @ The Box House Hotel",417504,"The Box House Hotel","Brooklyn","Greenpoint",40.73683,-73.9543,"Entire home/apt",199,3,43,"6/22/2019",0.49,28,84
884,"*DYLAN* Exquisite 1 BR & Terrace - Contemporary",25237492,"Juliana","Manhattan","Upper West Side",40.78141,-73.98445,"Entire home/apt",130,30,12,"4/18/2019",0.23,34,292
885,"Authentic and Open Tribeca Loft",16897284,"Hugh","Manhattan","Tribeca",40.71813,-74.00538,"Entire home/apt",325,1,35,"6/25/2019",1.84,1,141
886,"Modern West Village Apartment",4191006,"Nick","Manhattan","West Village",40.73858,-74.00875,"Private room",500,365,0,NA,NA,1,0
887,"Luxurious Brooklyn Getaway - Two Bedroom Apartment",15681707,"Joycelyn","Brooklyn","Crown Heights",40.67363,-73.91385,"Entire home/apt",150,2,49,"6/29/2019",3.31,3,210
888,"Old style Bk",257602124,"Carlo","Brooklyn","Sunset Park",40.64383,-74.02051,"Private room",45,4,0,NA,NA,1,179
889,"Bushwick play2",2974873,"Jourdain","Brooklyn","Bushwick",40.69329,-73.91579,"Private room",70,14,2,"9/30/2018",0.2,2,311
890,"Junior Suite 2 Queen Beds Mobility Accessible Tub",260618374,"The Knickerbocker","Manhattan","Theater District",40.75513,-73.98784,"Private room",100,1,0,NA,NA,13,344
891,"Guest Room in a Warm, friendly Artist's Home",11018124,"Alea","Manhattan","Upper West Side",40.78812,-73.97091,"Private room",175,2,0,NA,NA,1,66
892,"Times Square",247796242,"Justin","Manhattan","Midtown",40.75492,-73.98027,"Private room",382,3,0,NA,NA,1,201
893,"X Night",184750740,"Juice","Bronx","Morrisania",40.82398,-73.90894,"Shared room",77,1,0,NA,NA,4,90
894,"Spacious Bronx apartment near Bronx Zoo",229480146,"Marcelina","Bronx","Tremont",40.84289,-73.88773,"Entire home/apt",40,2,17,"6/28/2019",2.7,1,107
895,"Cozy 1BR in Midtown Manhattan",1455109,"Nina","Manhattan","Midtown",40.75823,-73.96453,"Entire home/apt",175,1,2,"6/23/2016",0.05,1,0
896,"Cozy Private Room in Ditmas Park Apt",16006049,"Lanxing","Brooklyn","Flatbush",40.65168,-73.96457,"Private room",35,2,0,NA,NA,1,0
897,"❤️ 2 Beds Option + Private Bath, Sunshine Bushwick",4601412,"Mia","Brooklyn","Bushwick",40.6922,-73.92399,"Private room",60,2,226,"6/30/2019",3.42,2,164
898,"Large  Loft Style  Studio  Space",757166,"Tokunbo","Brooklyn","Bedford-Stuyvesant",40.68101,-73.94081,"Entire home/apt",72,31,88,"6/16/2019",0.91,1,164
899,"Beautiful Large 1br in the middle of Manhattan",25939370,"Petar","Manhattan","Chelsea",40.75068,-73.99811,"Entire home/apt",172,30,6,"3/31/2019",0.5,1,195
900,"Cozy, sunny East Village bedroom",6826449,"Lucas","Manhattan","East Village",40.72672,-73.98514,"Private room",115,2,0,NA,NA,1,0
901,"Spacious Room in Upper Manhattan",2605122,"Jessica","Manhattan","Harlem",40.8072,-73.94513,"Private room",55,28,3,"10/30/2018",0.33,1,0
902,"Adrian's Place: Cozy 1br mins from JFK w/ 55' TV",89526812,"Adrian","Queens","St. Albans",40.69654,-73.74893,"Private room",65,2,52,"7/2/2019",1.93,1,78
903,"3 bedroom house on a beach & 50 min to Manhattan",153561136,"Irene","Staten Island","New Dorp Beach",40.56153,-74.10047,"Entire home/apt",109,5,0,NA,NA,1,46
904,"The New York House",125170095,"João","Queens","Astoria",40.76408,-73.91979,"Private room",85,3,1,"6/24/2019",1,1,341
905,"Comfortable studio by the park!",4296770,"Leif","Brooklyn","Prospect-Lefferts Gardens",40.6569,-73.9568,"Entire home/apt",70,3,13,"4/3/2018",0.57,1,0
906,"CLOSE TO EAST SIDE HOSPITALS- Modern 2 Bedroom Apt",25237492,"Juliana","Manhattan","Upper East Side",40.76044,-73.96068,"Entire home/apt",195,30,7,"10/30/2018",0.2,34,304
907,"Amazing private room near subway (M,J, L,G trains)",248161322,"Sergii","Brooklyn","Bushwick",40.70001,-73.93914,"Private room",64,30,0,NA,NA,14,338
908,"Central Park South Artist's Studio",50331528,"Sarah","Manhattan","Hell's Kitchen",40.76599,-73.98404,"Entire home/apt",90,5,3,"4/20/2016",0.08,1,0
909,"Spacious One Bedroom in Heart of West Village",10075380,"Mike","Manhattan","West Village",40.73233,-74.00329,"Entire home/apt",232,5,5,"6/14/2019",0.17,1,13
910,"Sexy, Cozy Loft for work and play",23913300,"Kelly","Brooklyn","Williamsburg",40.71158,-73.96697,"Entire home/apt",400,1,1,"5/5/2019",0.46,2,89
911,"Gramercy Apt, Private Bedroom",33234599,"Smit","Manhattan","Kips Bay",40.74025,-73.98323,"Private room",64,3,4,"4/13/2016",0.08,1,0
912,"Luxury NYC Studio for Super Bowl 48",11012889,"Judy","Manhattan","Financial District",40.70451,-74.00671,"Entire home/apt",575,1,0,NA,NA,1,0
913,"Spacious Apartment in Historic Harlem!",12517694,"Rahel","Manhattan","Harlem",40.81244,-73.95261,"Private room",67,2,8,"5/20/2019",0.42,1,3
914,"Beautiful 2 Bedroom in Quaint Cobble Hill",13156754,"Nan","Brooklyn","Boerum Hill",40.68611,-73.99031,"Entire home/apt",250,6,6,"4/21/2019",0.09,1,56
915,"Brownstone@Central Park❤️Manhattan historic area",32004384,"Karen","Manhattan","Upper West Side",40.77976,-73.97837,"Private room",120,7,11,"6/9/2019",1.16,1,362
916,"upstairs apartment  private, spacious",47140247,"Hilary","Queens","Bellerose",40.72756,-73.71795,"Entire home/apt",42,3,0,NA,NA,1,0
917,"Lovely, Sunny Studio near Central Park in UWS",45381744,"Tatenda","Manhattan","Upper West Side",40.79759,-73.96544,"Entire home/apt",165,1,3,"7/19/2016",0.08,1,0
918,"Boutique Luxury in the Heart of Chelsea",148107543,"Mario","Manhattan","Chelsea",40.74494,-73.99762,"Entire home/apt",299,2,30,"5/25/2019",1.57,1,274
919,"Big 1 Bed, kitchen, living room, TV",50084137,"Andrew","Queens","Jackson Heights",40.75251,-73.8898,"Entire home/apt",105,7,2,"1/31/2016",0.05,1,0
920,"Beautiful 2bdrm Bklyn duplex w/deck + backyard",355548,"Jessica","Brooklyn","Clinton Hill",40.69208,-73.96525,"Entire home/apt",185,4,8,"8/27/2018",0.22,1,8
921,"Trendy Apt in Historic Brooklyn Heights",101127101,"John","Brooklyn","Brooklyn Heights",40.69564,-73.99691,"Entire home/apt",150,3,26,"5/27/2019",0.95,1,0
922,"Private bedroom with full sized bed",193502084,"Linda","Brooklyn","Borough Park",40.63844,-74.00232,"Private room",40,1,9,"3/23/2019",0.82,8,0
923,"Private New Brooklyn Room",125431405,"Kacey","Brooklyn","Bushwick",40.697,-73.93116,"Private room",35,1,1,"5/12/2018",0.07,1,0
924,"Gorgeous Upper West Side Studio",52022983,"Ashley","Manhattan","Upper West Side",40.7937,-73.9652,"Entire home/apt",150,1,0,NA,NA,1,0
925,"Amazing Astoria apt minutes away from Manhattan!",245399415,"Andrzej","Queens","Astoria",40.75664,-73.92806,"Entire home/apt",180,1,12,"7/2/2019",2.98,1,82
926,"Great 3Bedroom Apt in Stunning Location",161047916,"Zara","Manhattan","Chelsea",40.74895,-73.99652,"Entire home/apt",380,14,3,"6/16/2019",1.8,1,321
927,"Cozy Room in a Luxury Apartment",22058409,"Abigail","Manhattan","Financial District",40.7061,-74.0157,"Private room",85,1,2,"11/26/2016",0.05,2,0
928,"Charming STUDIO w/ PATIO MIDTOWN",42788011,"Ambria","Manhattan","Kips Bay",40.74279,-73.97833,"Entire home/apt",75,1,4,"7/2/2017",0.09,1,0
929,"Spacious and bright apartment in Manhattan",19783595,"Romy","Manhattan","East Harlem",40.79234,-73.94145,"Entire home/apt",120,5,9,"9/1/2017",0.36,1,0
930,"Sunny room in quiet area of Brooklyn",2204797,"Vita","Brooklyn","Bushwick",40.68185,-73.90455,"Private room",30,7,0,NA,NA,1,0
931,"Cozy New York Studio",192852,"Dim","Manhattan","Upper East Side",40.77407,-73.95238,"Entire home/apt",125,3,211,"6/22/2019",3.95,1,230
932,"PRIVATE BED ROOM 12 MINS FROM JFK",96424121,"Pamela","Queens","St. Albans",40.70348,-73.76621,"Private room",55,1,71,"5/27/2019",2.12,3,365
933,"CLEAN, BRIGHT, and MODERN 3 bedroom  Brooklyn apt.",20951849,"Elaine","Brooklyn","Bedford-Stuyvesant",40.69224,-73.93219,"Entire home/apt",185,1,90,"7/1/2019",4.68,2,181
934,"Location Little Nana (only female)",3250450,"Petya","Queens","Astoria",40.76036,-73.924,"Private room",39,18,0,NA,NA,18,310
935,"Private, spacious 1bd/1bth Manhattan Apartment",227648437,"Carson","Manhattan","Washington Heights",40.84556,-73.94025,"Entire home/apt",150,6,1,"1/3/2019",0.16,1,258
936,"Spacious Bushwick bedroom",29268760,"Lena","Queens","Ridgewood",40.69284,-73.90348,"Private room",45,7,0,NA,NA,1,0
937,"seagate pravite house 5 mins away from beach",273619304,"Tural","Brooklyn","Sea Gate",40.57531,-74.00518,"Entire home/apt",99,4,0,NA,NA,1,19
938,"Private Roof 4 bedroom 2.5Baths 15m to Manhattan",22643930,"Joe","Brooklyn","Bushwick",40.69711,-73.93373,"Entire home/apt",320,3,125,"6/23/2019",3.42,1,269
939,"Private, Clean and Comfortable NY",177712,"Amara","Queens","Astoria",40.76394,-73.92022,"Private room",70,7,34,"3/31/2019",0.48,1,140
940,"Two Bedrooms with Four Beds, Bathroom, Kitchenette",266092932,"Blanca","Manhattan","Hell's Kitchen",40.75732,-73.99312,"Entire home/apt",229,2,0,NA,NA,2,335
941,"4Js Home4You",207777872,"Joel And Jamila","Brooklyn","East Flatbush",40.65074,-73.91633,"Entire home/apt",55,1,38,"4/28/2019",3.43,3,311
942,"Greenpoint Apartment",45896206,"Dora","Brooklyn","Greenpoint",40.73144,-73.95745,"Entire home/apt",110,2,0,NA,NA,1,0
943,"Bright Brooklyn Heights One Bedroom Apt",32927725,"Lee","Brooklyn","Brooklyn Heights",40.69109,-73.99654,"Entire home/apt",200,1,0,NA,NA,1,0
944,"Private Bedroom in Bushwick / Myrtle-Wyckoff L & M",58953152,"Dmitry","Brooklyn","Bushwick",40.70065,-73.91135,"Private room",49,1,29,"5/19/2019",2.03,2,0
945,"Williamsburg Bridge Views on the Water",146210515,"Finley","Brooklyn","Williamsburg",40.71341,-73.96554,"Private room",70,4,0,NA,NA,1,0
946,"True Industrial Loft in Brooklyn",19111611,"Chaim","Brooklyn","Navy Yard",40.69817,-73.9654,"Entire home/apt",150,1,7,"7/11/2016",0.12,1,0
947,"Artistic Room with AC,3 Mins walk to the subway",37163867,"Mada","Queens","Long Island City",40.75455,-73.92006,"Private room",80,30,18,"7/1/2019",0.62,1,92
948,"Gramercy~New 1BR~Sleeps4~Rono~",2119276,"Host","Manhattan","Gramercy",40.73346,-73.98216,"Entire home/apt",140,30,7,"9/10/2018",0.13,39,332
949,"Cozy bedroom conveniently located, close Manhattan",132669029,"Edwin","Bronx","Throgs Neck",40.82696,-73.81927,"Private room",40,4,34,"6/21/2019",2.54,4,37
950,"★Long-term★Discount★Sunny NYC Room Near Subway",270077888,"Jane","Brooklyn","Bushwick",40.69266,-73.92589,"Private room",47,30,0,NA,NA,2,162
951,"Cozy Living Environment",44850669,"Taft","Bronx","Clason Point",40.81773,-73.86164,"Entire home/apt",100,2,58,"7/3/2019",1.26,1,324
952,"Beautiful family apt in Astoria",8752988,"Julia","Queens","Astoria",40.7613,-73.9153,"Entire home/apt",125,1,0,NA,NA,1,0
953,"Comfy 1 bd/1 bath-Upper West Side",20464791,"Olga","Manhattan","Upper West Side",40.78829,-73.97053,"Entire home/apt",230,6,1,"10/24/2014",0.02,1,0
954,"Charming & artsy cozy one bedroom Apt.",43121487,"Natalia","Queens","Maspeth",40.7355,-73.90064,"Entire home/apt",105,3,71,"5/21/2019",3.08,1,285
955,"Central Park/Times Square Luxury Suite",16830841,"Mara","Manhattan","Midtown",40.76372,-73.98182,"Private room",358,1,2,"7/1/2019",2,5,322
956,"Top Floor 1 Bedroom Apt XpressTrain",11995451,"Sam","Brooklyn","Midwood",40.62857,-73.94828,"Entire home/apt",78,2,114,"6/20/2019",2.65,1,217
957,"❤️PRIVATE ROOM❤️ Female guest only",60126047,"Renuca","Queens","Jamaica",40.67667,-73.79829,"Private room",40,3,11,"10/15/2017",0.33,1,318
958,"Elegant Room in Upper Manhattan-18min Time Square",6057887,"Mutaz","Manhattan","Washington Heights",40.84853,-73.93805,"Private room",79,4,2,"6/10/2019",1.87,5,16
959,"Guest Suite in beautiful Brooklyn Brownstone",9217610,"Virginie","Brooklyn","Greenpoint",40.72642,-73.94574,"Entire home/apt",125,3,50,"6/22/2019",2.15,2,91
960,"Sonder | 116 John | Simple 1BR + Gym",12243051,"Sonder","Manhattan","Financial District",40.70803,-74.00502,"Entire home/apt",169,29,2,"2/10/2019",0.27,96,337
961,"Cute apartment with Backyard",3363799,"Andrew","Brooklyn","Williamsburg",40.70967,-73.94945,"Entire home/apt",124,5,85,"6/23/2019",1.45,1,238
962,"NYC 2500 sq ft home near yankee stadium/subway",29510402,"Douglas","Bronx","Longwood",40.82412,-73.90266,"Entire home/apt",350,7,0,NA,NA,3,14
963,"Fun Spacious 3 Bed 2 bath Elevator Building",113805886,"Yaacov","Manhattan","Upper East Side",40.77893,-73.95221,"Entire home/apt",350,31,1,"4/12/2019",0.34,33,342
964,"Huge Bedroom with 1/2 Bathroom + Private Entrance",18413613,"Sam","Brooklyn","Bushwick",40.69848,-73.93749,"Private room",60,1,72,"6/29/2019",3.34,1,16
965,"Renewed private cozy room next to the Central Park",126653377,"Sergii","Manhattan","Harlem",40.80348,-73.95775,"Private room",50,30,1,"1/16/2019",0.17,6,304
966,"Spacious room 2mins from 52st-Woodside 7 train!",137358866,"Kazuya","Queens","Woodside",40.74341,-73.91064,"Private room",54,30,0,NA,NA,103,10
967,"Lower East Side Luxury",15047361,"Brooke","Manhattan","Lower East Side",40.72046,-73.99237,"Entire home/apt",400,3,0,NA,NA,1,0
968,"Room in sweet 2BR in Brooklyn",41191579,"Maura","Brooklyn","Crown Heights",40.66945,-73.93899,"Private room",45,1,4,"12/17/2018",0.44,3,0
969,"Large 1 Bedroom Apartment, Steps to Central Park!!",263336381,"Tanya","Manhattan","Upper West Side",40.7836,-73.97511,"Entire home/apt",135,30,0,NA,NA,1,44
970,"Cozy & Quiet Private UES Room",73056979,"Kesaun","Manhattan","Upper East Side",40.7822,-73.95101,"Private room",55,1,7,"1/16/2018",0.3,1,0
971,"wonderful private room in brooklyn",236659049,"Yesenia","Brooklyn","Bushwick",40.69006,-73.90605,"Private room",40,1,3,"4/9/2019",0.64,4,0
972,"Big Duplex 1 BR/Loft w/ outdoors",16761703,"Michael","Brooklyn","Bushwick",40.69796,-73.93124,"Entire home/apt",200,7,0,NA,NA,1,0
973,"Big 1 bedrm St Marks Apt",7182337,"Petko","Manhattan","East Village",40.7301,-73.98841,"Entire home/apt",199,2,30,"6/23/2019",1.41,1,34
974,"Quiet city stay, steps to subway, 15 to Times Sq.",3923244,"Bryan","Queens","Astoria",40.76623,-73.91902,"Entire home/apt",80,5,17,"4/7/2019",0.35,1,12
975,"2 BR apartment in the financial dis.",115771987,"Yuki","Manhattan","Financial District",40.70569,-74.00974,"Entire home/apt",175,30,0,NA,NA,6,317
976,"Sunny HUGE bedroom",206482566,"Sarah","Manhattan","Stuyvesant Town",40.73193,-73.97971,"Private room",115,1,0,NA,NA,2,0
977,"Manhattan Accommodation Across Central Park",260425153,"Park Lane","Manhattan","Midtown",40.76427,-73.97618,"Private room",375,1,1,"6/30/2019",1,14,349
978,"Spacious bedroom with washer and dryer unit.",144863350,"Keith","Manhattan","Harlem",40.81482,-73.95192,"Private room",51,1,12,"5/15/2019",4.34,1,0
979,"Newly Renovated Flat, McKibbin Loft",5663328,"Scott","Brooklyn","Williamsburg",40.70429,-73.93793,"Private room",75,14,0,NA,NA,1,0
980,"Experience New York from our place. (Free parking)",45937956,"Fahim","Queens","Jackson Heights",40.75087,-73.89365,"Entire home/apt",125,2,32,"6/9/2019",0.85,2,50
981,"Private cozy  suite",85375269,"Gladys","Queens","Woodhaven",40.68904,-73.85052,"Entire home/apt",71,1,155,"7/1/2019",4.34,1,173
982,"Great share - central location downtown",1223259,"Jeff","Manhattan","Lower East Side",40.71952,-73.99313,"Private room",71,10,56,"5/14/2019",1.08,1,131
